,Education,Marital_Status,Income,Recency,Response,Age,Customer_Since,Total_Spent,RatioWines,RatioFruits,RatioMeatProducts,RatioFishProducts,RatioSweetProducts,RatioGoldProds,Total_Accepted_Campaign,Total_Purchase,Total_Web_Engagement
0,-0.9386889532237997,-1.3510572736903943,0.32327576839262256,0.3094486621767014,2.3916521486202797,1.0205470676896808,1.5288048956238303,1.7173242042326706,-0.294804487305772,0.08422947194175968,0.7385417974240721,0.43936170366519384,0.06733483769051193,-0.6128819926383166,-0.4372119786684585,1.5266859913564654,1.6185632590200563
1,-0.9386889532237997,-1.3510572736903943,-0.2521042624605606,-0.3823681851914182,-0.41812100500354543,1.2782601790557022,-1.1878522154409452,-0.9642988496551933,-0.2303149057850396,-0.22666619807172955,-0.21016309080678222,0.026779220419794966,-0.2322714268974603,0.9535163166768849,-0.4372119786684585,-1.1399538157457736,-0.9864051696459739
2,-0.9386889532237997,0.7401610719792165,0.9806647726105846,-0.7974582936122899,-0.41812100500354543,0.3333121040469572,-0.2049162788920537,0.29893112981776904,0.3905169256057236,0.24021729830722338,-0.6914382687232494,0.9078439549780729,-0.40418243965213435,-0.6156643245474513,-0.4372119786684585,0.5442397466345879,0.7502404494647129
3,-0.9386889532237997,0.7401610719792165,-1.2130874613537268,-0.7974582936122899,-0.41812100500354543,-1.2988709346045113,-1.0594284247360648,-0.9204484097802974,-1.1068205440981247,0.4606708246406195,1.0647709783298709,1.4908756149986904,0.1049392334919556,-0.24025332803069724,-0.4372119786684585,-0.8592548886823801,-0.40752329660907827
4,1.0653156155355146,0.7401610719792165,0.33083757140960096,1.5547189874393166,-0.41812100500354543,-1.04115782323849,-0.9507621402934738,-0.2981094746327365,-0.2191526981317798,0.9332187294842624,0.2615478171862013,0.47302314232545933,0.23207815461880446,-0.7890942784274899,-0.4372119786684585,0.5442397466345879,0.17135857642781735
5,1.0653156155355146,0.7401610719792165,0.5367137567750777,-1.1433667172963498,-0.41812100500354543,0.1615033631362763,-0.29876443363792776,0.19773780702954774,1.1680295290695255,0.16000887559940766,-0.9115885799229951,-0.9195269858324178,0.14036250019088364,-0.9383773381305476,-0.4372119786684585,1.105637600761375,0.7502404494647129
6,-0.9386889532237997,-1.3510572736903943,0.2011648461249002,-0.5207315546650422,-0.41812100500354543,-0.18211411868508548,1.183048536033768,-0.014768170825716943,-0.2702339873924596,1.08118047272562,0.2479488120016423,0.16311147047307986,0.5607247562422742,-0.6937133117149806,-0.4372119786684585,0.9652881372296782,1.0396813859831608
7,1.0653156155355146,0.7401610719792165,-0.8809535585176687,-0.589913239401854,-0.41812100500354543,-1.384775305059852,0.3137182604930398,-0.7248079857230696,-0.044818646954722284,0.1691718958044624,0.6867559832588083,-0.6927494630323312,-0.7685874518532386,0.14952537253053289,-0.4372119786684585,-0.2978570345555929,0.7502404494647129
8,1.0653156155355146,0.7401610719792165,-1.0323359763349849,-1.0395941901911319,2.3916521486202797,-0.43982723005110685,0.17047634009144255,-0.9322542974389232,-0.6822922735500112,-0.8890091472309022,2.251313613766097,-0.08636608684949132,0.25338523072860053,-0.715038404115395,-0.4372119786684585,-0.7189054251506833,0.7502404494647129
11,-0.9386889532237997,0.7401610719792165,-2.1471408843412667,0.3440395045451074,-0.41812100500354543,-0.6116359709617878,1.183048536033768,-0.906955966741868,-1.5856681446232888,3.8016819025520916,-0.5544574262692499,1.3841856638143626,-0.588040519416036,1.3275919430485703,-0.4372119786684585,-0.9996043522140768,0.17135857642781735
12,-0.9386889532237997,-1.3510572736903943,0.5620823862513924,1.139628879018445,-0.41812100500354543,0.848738326779,-0.6297026635312731,0.8487481836337714,-1.244982563920298,0.1008990535541771,1.543176120277945,1.68882610082012,0.8809740077417747,-0.8667772794942583,-0.4372119786684585,-0.43820649808728973,-1.2758461061644217
13,1.0653156155355146,-1.3510572736903943,0.3825993327064661,0.1364944503346715,-0.41812100500354543,1.4500689199663832,-0.6297026635312731,-0.4870036771707496,1.2792302716449164,-0.7736332786676915,-0.6313804103354086,-0.7958966588865641,-0.5925973341684087,-0.6993275139806464,-0.4372119786684585,0.26354081957119424,0.7502404494647129
14,-0.9386889532237997,0.7401610719792165,-1.6679177163684995,-0.3823681851914182,-0.41812100500354543,-1.5565840459705327,1.3509873392632268,-0.9322542974389232,-1.7310210096921725,4.553722043685778,1.0007246428943923,0.7467948121334351,-0.49591361246589327,-0.10624141139388749,-0.4372119786684585,-1.1399538157457736,-0.11808236009063046
15,1.0653156155355146,-1.3510572736903943,1.526431807132762,-0.9012308207175079,2.3916521486202797,1.9654951426984257,1.1287153938124725,1.207984479531957,1.3380240044546527,-0.5898215336943633,-1.317721939172489,-0.34634607839524095,0.02061825168301065,-0.8014582560606534,2.523628211756079,1.105637600761375,0.17135857642781735
16,-0.9386889532237997,0.7401610719792165,-0.4713477641270186,0.06731276559785954,-0.41812100500354543,-0.9552534527831495,0.9805340968453029,-0.8479265284487388,0.40417480726393235,0.042410625024184447,-0.40990994032101286,-0.653378365323983,1.463190654636377,-0.7319494316909926,-0.4372119786684585,-0.2978570345555929,0.46079951294626514
17,-0.9386889532237997,0.7401610719792165,-0.6708817921234167,-1.0050033478227258,-0.41812100500354543,1.9654951426984257,1.5485624018861195,-0.47519778951212377,-0.8549249935229395,-0.6069388061063334,-1.051278260640478,5.125489000479036,-0.21817665954679855,-0.2963704406665349,-0.4372119786684585,-0.15750757102389612,0.46079951294626514
18,1.0653156155355146,0.7401610719792165,1.2432300876904414,1.4509464603340987,-0.41812100500354543,1.7077820313324046,0.5162326996815049,1.9956058419002793,0.4735456825572863,-0.08616920885614747,0.26023641627434985,-0.9195269858324178,-0.715825674750248,-0.1989388958823475,1.04320811654381,1.5266859913564654,1.908004195538504
