,Education,Marital_Status,Income,Recency,Response,Age,Customer_Since,Total_Spent,RatioWines,RatioFruits,RatioMeatProducts,RatioFishProducts,RatioSweetProducts,RatioGoldProds,Total_Accepted_Campaign,Total_Purchase,Total_Web_Engagement,Cluster
0,-0.9386889532237996,-1.3510572736903943,0.3232757683926225,0.3094486621767014,2.39165214862028,1.0205470676896808,1.5288048956238305,1.7173242042326706,-0.294804487305772,0.0842294719417596,0.7385417974240721,0.4393617036651938,0.0673348376905119,-0.6128819926383166,-0.4372119786684585,1.5266859913564654,1.6185632590200565,0
1,-0.9386889532237996,-1.3510572736903943,-0.2521042624605606,-0.3823681851914182,-0.4181210050035454,1.2782601790557022,-1.1878522154409452,-0.9642988496551932,-0.2303149057850396,-0.2266661980717295,-0.2101630908067822,0.0267792204197949,-0.2322714268974603,0.9535163166768847,-0.4372119786684585,-1.1399538157457736,-0.986405169645974,1
2,-0.9386889532237996,0.7401610719792165,0.9806647726105846,-0.7974582936122899,-0.4181210050035454,0.3333121040469572,-0.2049162788920537,0.298931129817769,0.3905169256057236,0.2402172983072233,-0.6914382687232494,0.9078439549780728,-0.4041824396521343,-0.6156643245474513,-0.4372119786684585,0.5442397466345879,0.7502404494647129,0
3,-0.9386889532237996,0.7401610719792165,-1.2130874613537268,-0.7974582936122899,-0.4181210050035454,-1.2988709346045113,-1.0594284247360648,-0.9204484097802974,-1.1068205440981247,0.4606708246406195,1.0647709783298709,1.4908756149986904,0.1049392334919556,-0.2402533280306972,-0.4372119786684585,-0.8592548886823801,-0.4075232966090782,1
4,1.0653156155355146,0.7401610719792165,0.3308375714096009,1.5547189874393166,-0.4181210050035454,-1.04115782323849,-0.9507621402934738,-0.2981094746327365,-0.2191526981317798,0.9332187294842624,0.2615478171862013,0.4730231423254593,0.2320781546188044,-0.7890942784274899,-0.4372119786684585,0.5442397466345879,0.1713585764278173,0
5,1.0653156155355146,0.7401610719792165,0.5367137567750777,-1.1433667172963498,-0.4181210050035454,0.1615033631362763,-0.2987644336379277,0.1977378070295477,1.1680295290695255,0.1600088755994076,-0.9115885799229952,-0.9195269858324178,0.1403625001908836,-0.9383773381305476,-0.4372119786684585,1.105637600761375,0.7502404494647129,0
6,-0.9386889532237996,-1.3510572736903943,0.2011648461249002,-0.5207315546650422,-0.4181210050035454,-0.1821141186850854,1.183048536033768,-0.0147681708257169,-0.2702339873924596,1.08118047272562,0.2479488120016423,0.1631114704730798,0.5607247562422742,-0.6937133117149806,-0.4372119786684585,0.9652881372296782,1.0396813859831608,0
7,1.0653156155355146,0.7401610719792165,-0.8809535585176687,-0.589913239401854,-0.4181210050035454,-1.384775305059852,0.3137182604930398,-0.7248079857230696,-0.0448186469547222,0.1691718958044624,0.6867559832588083,-0.6927494630323312,-0.7685874518532386,0.1495253725305328,-0.4372119786684585,-0.2978570345555929,0.7502404494647129,1
8,1.0653156155355146,0.7401610719792165,-1.0323359763349849,-1.039594190191132,2.39165214862028,-0.4398272300511068,0.1704763400914425,-0.9322542974389232,-0.6822922735500112,-0.8890091472309022,2.251313613766097,-0.0863660868494913,0.2533852307286005,-0.715038404115395,-0.4372119786684585,-0.7189054251506833,0.7502404494647129,1
11,-0.9386889532237996,0.7401610719792165,-2.1471408843412667,0.3440395045451074,-0.4181210050035454,-0.6116359709617878,1.183048536033768,-0.906955966741868,-1.5856681446232888,3.801681902552092,-0.5544574262692499,1.3841856638143626,-0.588040519416036,1.3275919430485703,-0.4372119786684585,-0.9996043522140768,0.1713585764278173,1
12,-0.9386889532237996,-1.3510572736903943,0.5620823862513924,1.139628879018445,-0.4181210050035454,0.848738326779,-0.6297026635312731,0.8487481836337714,-1.244982563920298,0.1008990535541771,1.543176120277945,1.68882610082012,0.8809740077417747,-0.8667772794942583,-0.4372119786684585,-0.4382064980872897,-1.2758461061644215,1
13,1.0653156155355146,-1.3510572736903943,0.3825993327064661,0.1364944503346715,-0.4181210050035454,1.4500689199663832,-0.6297026635312731,-0.4870036771707496,1.2792302716449164,-0.7736332786676915,-0.6313804103354086,-0.7958966588865641,-0.5925973341684087,-0.6993275139806464,-0.4372119786684585,0.2635408195711942,0.7502404494647129,0
14,-0.9386889532237996,0.7401610719792165,-1.6679177163684995,-0.3823681851914182,-0.4181210050035454,-1.556584045970533,1.3509873392632268,-0.9322542974389232,-1.7310210096921723,4.553722043685778,1.0007246428943923,0.7467948121334351,-0.4959136124658932,-0.1062414113938874,-0.4372119786684585,-1.1399538157457736,-0.1180823600906304,1
15,1.0653156155355146,-1.3510572736903943,1.526431807132762,-0.901230820717508,2.39165214862028,1.9654951426984255,1.1287153938124723,1.207984479531957,1.3380240044546527,-0.5898215336943633,-1.317721939172489,-0.3463460783952409,0.0206182516830106,-0.8014582560606534,2.523628211756079,1.105637600761375,0.1713585764278173,0
16,-0.9386889532237996,0.7401610719792165,-0.4713477641270186,0.0673127655978595,-0.4181210050035454,-0.9552534527831495,0.9805340968453028,-0.8479265284487388,0.4041748072639323,0.0424106250241844,-0.4099099403210128,-0.653378365323983,1.463190654636377,-0.7319494316909926,-0.4372119786684585,-0.2978570345555929,0.4607995129462651,1
17,-0.9386889532237996,0.7401610719792165,-0.6708817921234167,-1.0050033478227258,-0.4181210050035454,1.9654951426984255,1.5485624018861197,-0.4751977895121237,-0.8549249935229395,-0.6069388061063334,-1.051278260640478,5.125489000479036,-0.2181766595467985,-0.2963704406665349,-0.4372119786684585,-0.1575075710238961,0.4607995129462651,1
18,1.0653156155355146,0.7401610719792165,1.2432300876904414,1.450946460334099,-0.4181210050035454,1.7077820313324046,0.5162326996815049,1.9956058419002796,0.4735456825572863,-0.0861692088561474,0.2602364162743498,-0.9195269858324178,-0.715825674750248,-0.1989388958823475,1.04320811654381,1.5266859913564654,1.908004195538504,0
19,1.0653156155355146,-1.3510572736903943,-0.8634882328397443,1.277992248492069,-0.4181210050035454,-1.384775305059852,1.2324423016894912,-0.7855239793960024,-1.8851404070062971,1.396821030694363,-0.8623977014654944,1.9620821384694327,2.239308856488443,1.6163946908180975,-0.4372119786684585,-0.8592548886823801,-0.4075232966090782,1
20,-0.9386889532237996,0.7401610719792165,-0.7060075867829293,-0.2785956580862002,-0.4181210050035454,-1.1270621936938303,1.662168062894283,-0.4768843448919274,-0.8234905038476326,-0.7758239597163601,-0.1379219155755955,1.869980074686368,1.2018647790760613,0.2970544867380817,-0.4372119786684585,-0.1575075710238961,0.7502404494647129,1
22,1.0653156155355146,0.7401610719792165,0.3461563207472217,0.4824028740187313,-0.4181210050035454,1.7077820313324046,0.9854734734108752,0.6294959842592919,1.8948026397869828,-0.8890091472309022,-1.3092991939538714,-0.9195269858324178,-0.8705630340631402,-0.938430990607855,1.04320811654381,0.6845892101662846,0.1713585764278173,0
23,1.0653156155355146,0.7401610719792165,0.673850713424925,-1.6968201951908457,-0.4181210050035454,1.2782601790557022,-0.9112471277688952,-0.0923497182966865,1.0786746951592865,-0.8890091472309022,-0.4955157329699687,-0.4263692478314943,0.1431942243764691,-1.0351044701417758,-0.4372119786684585,0.5442397466345879,0.1713585764278173,0
24,-0.9386889532237996,0.7401610719792165,-0.5279881080154827,0.6899479282291672,-0.4181210050035454,1.5359732904217236,0.565626465337228,-0.2610052562770554,0.6498766615494908,-0.7681763119113234,-1.536667265187001,0.2026131438788211,-0.637672853070257,0.960524490266772,-0.4372119786684585,1.105637600761375,1.6185632590200565,0
25,-0.9386889532237996,-1.3510572736903943,-1.6061548607588565,1.3817647755972868,-0.4181210050035454,-0.0103053777744045,0.936079707755152,-0.8833441914246163,-1.6661905060033844,0.0647646995583065,0.702965364115415,1.635499771048557,1.8868567088925972,0.4971440525034289,-0.4372119786684585,-0.8592548886823801,-0.1180823600906304,1
26,-0.9386889532237996,0.7401610719792165,0.0901283063401075,-1.5584568257172215,-0.4181210050035454,-0.6116359709617878,0.2198701057471657,-0.576391112300345,0.935131599665349,-0.6106704759889152,-1.0771021686317477,-0.7704009105280807,-0.4682157953050073,0.3683201873423329,-0.4372119786684585,0.2635408195711942,0.7502404494647129,0
28,-0.9386889532237996,0.7401610719792165,-0.6416102965738228,-0.7974582936122899,-0.4181210050035454,-1.7283927868812137,0.2001125994848764,-0.7888970901556097,-0.8118368363767321,-0.6159822826920066,0.598408670803713,1.030875118656876,1.892118960310452,-0.408316255110666,-0.4372119786684585,-1.1399538157457736,-1.2758461061644215,1
29,1.0653156155355146,0.7401610719792165,1.6151244386480317,1.6239006721761289,-0.4181210050035454,0.3333121040469572,-0.6642782994902794,1.8100847501218735,-0.2229317527604695,0.1805637969854651,1.9006272670127708,-0.7590737505019738,-0.1902785580049813,-1.1209030659297334,1.04320811654381,0.9652881372296782,-0.4075232966090782,0
30,1.0653156155355146,-1.3510572736903943,-1.9774149959795384,-0.5207315546650422,-0.4181210050035454,-1.7283927868812137,-1.558305457858869,-0.9592391835157822,-0.8475464986390792,1.4954254697421197,0.702965364115415,-0.0678514002054262,0.2783618588350837,0.1237485636342376,-0.4372119786684585,-1.1399538157457736,-0.4075232966090782,1
31,1.0653156155355146,0.7401610719792165,-0.6289259818356655,0.2402669774398894,-0.4181210050035454,0.5051208449576381,0.2989001307963229,-0.4735112341323201,-0.4724266030813113,0.0670141661780923,-0.8993166416914593,0.4463678213052102,0.3217175151708657,1.4916911565040736,-0.4372119786684585,-0.9996043522140768,-1.2758461061644215,1
32,-0.9386889532237996,0.7401610719792165,-0.5348669094696372,-0.6245040817702601,-0.4181210050035454,-0.096209748229745,1.3509873392632268,-0.8074491993334503,2.0030888841473407,-0.8890091472309022,-1.6939968300553527,-0.7066080894256699,-0.8705630340631402,-0.8875308853864888,1.04320811654381,-0.8592548886823801,-0.6969642331275261,0
33,1.0653156155355146,-1.3510572736903943,-0.2391272327669073,-1.4200934562435976,2.39165214862028,1.4500689199663832,1.2571391845173527,-0.5004961202091791,-0.6229421825220984,-0.1784160494574851,0.5759739895898116,0.4764313416025518,0.3848846965872369,0.2082365053761628,-0.4372119786684585,0.5442397466345879,0.1713585764278173,0
34,1.0653156155355146,0.7401610719792165,0.8364538712029188,-1.5584568257172215,-0.4181210050035454,1.9654951426984255,0.6940502560421083,1.007284389335318,-0.2495999977990496,-0.380622167859564,1.1999943140772469,0.3515774626158932,0.109289299345044,-0.9491910936236672,-0.4372119786684585,0.5442397466345879,0.1713585764278173,0
35,1.0653156155355146,-1.3510572736903943,-0.1035514225463718,0.2056761350714834,-0.4181210050035454,1.5359732904217236,-0.2444312914166322,-0.9002097452226532,0.6817884601733594,-0.8890091472309022,0.3658102422979886,-0.5264459463122678,-0.6054265203173962,-0.6900621172345126,-0.4372119786684585,-0.8592548886823801,-0.1180823600906304,0
36,1.0653156155355146,0.7401610719792165,0.7728371542084682,-0.4169590275598241,-0.4181210050035454,-0.096209748229745,-0.8569139855475998,0.5299892168508743,1.3550170605268148,-0.5560240282122163,-0.6772287955698337,-0.9195269858324178,-0.7195542858180286,-0.7630486817451306,-0.4372119786684585,1.3863365278247686,-0.6969642331275261,0
37,1.0653156155355146,0.7401610719792165,-1.3559323596357449,0.932083824808009,-0.4181210050035454,-0.6116359709617878,-0.2641887976789215,-0.8732248591457942,-1.6921792046498705,-0.2266661980717295,-0.615997959661092,1.446238529798114,0.6187840493234462,3.027935699283503,-0.4372119786684585,-0.5785559616189865,0.1713585764278173,1
38,-0.9386889532237996,-1.3510572736903943,-0.4431007709216605,1.7276731992813463,-0.4181210050035454,-0.3539228595957664,-1.064367801301637,-0.8968366344630457,1.583075634100356,-0.8890091472309022,-1.3004657235497044,-0.5381797086860036,-0.8705630340631402,-0.5635963661249702,-0.4372119786684585,-1.1399538157457736,-0.986405169645974,0
39,1.0653156155355146,-1.3510572736903943,-0.1250659717753233,0.1364944503346715,2.39165214862028,2.2232082540644478,0.7878984107879824,0.5114371076730337,0.1076894412178292,-0.7303993057471091,-0.1595462141481236,1.3465721333524825,0.0656451658040377,-0.6862409114811182,1.04320811654381,1.245987064293072,1.0396813859831608,0
40,-0.9386889532237996,0.7401610719792165,1.3903681386530666,-1.5930476680856276,-0.4181210050035454,-0.9552534527831495,0.3581726495831906,1.342908909916252,-0.6935005832748281,0.0852759650806551,1.1212371079830024,-0.168587222161307,1.3284545028818475,-0.4383521722978783,-0.4372119786684585,0.6845892101662846,0.7502404494647129,0
41,1.0653156155355146,0.7401610719792165,-1.5100467837043563,1.3471739332288808,-0.4181210050035454,-1.384775305059852,0.595262724730662,-0.9204484097802974,-0.9413264725285212,-0.5515891542630218,2.460306918871342,-0.1964062055830853,-0.8705630340631402,0.1120065671289171,-0.4372119786684585,-0.7189054251506833,0.1713585764278173,1
42,-0.9386889532237996,0.7401610719792165,-1.4400391235149113,-1.5584568257172215,-0.4181210050035454,1.0205470676896808,0.9805340968453028,-0.9727316265542116,-0.2229317527604695,-0.8890091472309022,0.2048952977942164,0.8225367120409738,-0.0872051525416238,0.1520361006697823,-0.4372119786684585,-1.561002206340864,-1.2758461061644215,1
44,1.0653156155355146,0.7401610719792165,-2.1471408843412667,-1.039594190191132,-0.4181210050035454,-0.5257316005064473,-0.4123700946460911,-0.9575526281359784,-1.5926257219314768,-0.3121298044148486,0.6145980942842346,0.3167762836261182,0.2412997655157861,2.4926016650624403,-0.4372119786684585,-0.9996043522140768,-0.6969642331275261,1
45,-0.9386889532237996,-1.3510572736903943,1.3869531308389471,0.7937204553343851,-0.4181210050035454,-0.6116359709617878,-1.7410623907850449,0.6497346488169361,-1.4688388256566325,2.091534123985375,0.1851547158973398,2.0275821290658604,-0.3451400647499281,0.5297782110834598,-0.4372119786684585,-0.5785559616189865,-1.8547279792013167,1
46,1.0653156155355146,0.7401610719792165,-2.1471408843412667,-0.8666399783491019,2.39165214862028,-2.329723380068597,1.2028060422960571,-0.8040760885738429,-1.90919548945403,1.7495045682720318,-1.0933529078626776,0.651186184381296,2.237184627055006,2.704870385598866,-0.4372119786684585,-0.2978570345555929,0.7502404494647129,1
47,-0.9386889532237996,0.7401610719792165,-0.4772996348887693,1.4855373027025047,-0.4181210050035454,0.0755989926809358,0.2346882354438827,-0.91707529902069,-0.9804432530813364,1.0618919030197518,0.2048952977942164,-0.2227015066830611,0.6961527289798924,1.0855248228427603,-0.4372119786684585,-0.7189054251506833,0.7502404494647129,1
49,1.0653156155355146,0.7401610719792165,1.026377091493867,-0.3477773428230122,-0.4181210050035454,1.2782601790557022,1.2077454188616294,1.2147307010511716,0.7293606464897164,-0.2110993812226511,-0.0613210757891381,-0.4352535292590715,-0.3740602372837712,-0.8519677251975638,-0.4372119786684585,2.368782772546646,1.0396813859831608,0
50,-0.9386889532237996,-1.3510572736903943,0.6817540172233153,-0.693685766507072,-0.4181210050035454,1.0205470676896808,-1.5089116922031458,-0.154752267349423,0.1022327913926275,-0.2188278199751713,-0.010247393575295,0.0127806079012711,1.4068916352913277,-0.8631349769667808,-0.4372119786684585,-0.1575075710238961,-0.986405169645974,0
51,1.0653156155355146,0.7401610719792165,1.3480220417579871,-1.6276385104540334,-0.4181210050035454,0.4192164745022976,1.6473499331975658,1.845502413097751,-0.3332603932617058,-0.4981759480519219,1.749853923479848,-0.7157888805879219,0.8294114825996188,-0.9444610156666778,-0.4372119786684585,1.5266859913564654,-0.1180823600906304,0
52,-0.9386889532237996,-1.3510572736903943,-0.7669898691779166,0.1710852927030774,-0.4181210050035454,-0.6975403414171282,0.936079707755152,-0.8884038575640273,-1.2861057882985285,0.6012624883772363,0.2464011366543166,4.40344542433628,-0.6312036813760102,-0.7319494316909926,-0.4372119786684585,-0.8592548886823801,-0.1180823600906304,1
53,-0.9386889532237996,-1.3510572736903943,1.5157964970830762,0.1710852927030774,2.39165214862028,-0.6975403414171282,-1.6373354829080262,1.7173242042326706,-0.6338268200666326,0.4381344243681823,0.7588711878861618,0.3129534534793696,-0.4442458196296619,0.2703819188797146,2.523628211756079,0.1231913560394974,-1.2758461061644215,0
54,-0.9386889532237996,0.7401610719792165,0.7250270448107983,0.2748578198082954,-0.4181210050035454,-0.7834447118724687,0.1408400806980086,0.012216715251142,0.3566823099307616,-0.6234161824690557,-0.3548171034677242,-0.6665540396065787,-0.1880333947176606,0.5581443056355246,-0.4372119786684585,0.9652881372296782,-0.6969642331275261,0
55,1.0653156155355146,0.7401610719792165,1.5061369035517105,0.2056761350714834,2.39165214862028,1.1923558086003618,1.153412276640334,2.2907530333659247,0.1880838866170279,-0.4229661012461393,-0.2222945879084566,0.2554980939799875,0.1861895501048736,-0.2146033356647059,1.04320811654381,0.9652881372296782,-1.5652870426828696,0
56,-0.9386889532237996,-1.3510572736903943,0.9159747674459822,-0.659094924138666,2.39165214862028,0.2474077335916167,0.4915358168536433,0.8335691852155381,-0.8333692236455136,-0.3163521600804738,1.5876890912541224,0.4947375959726962,1.0215365150830655,-0.7792786479341329,-0.4372119786684585,0.403890283102891,-0.4075232966090782,0
57,-0.9386889532237996,-1.3510572736903943,-1.1500561742702682,-0.6245040817702601,-0.4181210050035454,-1.6424884164258733,-1.4397604202851335,-0.960925738895586,-0.0510825013265161,-0.8890091472309022,0.2306575426039337,-0.0384832765631162,-0.2762915377364727,0.4885602481616085,-0.4372119786684585,-1.561002206340864,-1.5652870426828696,1
59,1.0653156155355146,0.7401610719792165,0.2167275245921009,0.4824028740187313,-0.4181210050035454,0.0755989926809358,-1.1631553326130837,-0.1362001581715824,1.7674408745812922,-0.8890091472309022,-1.5921953469052428,-0.9195269858324178,-0.8705630340631402,-0.345999300419346,-0.4372119786684585,0.8249386736979815,1.6185632590200565,0
60,1.0653156155355146,-1.3510572736903943,1.183808951724766,-1.2817300867699737,2.39165214862028,-1.1270621936938303,0.0321737962554176,1.4154307912478106,0.1544100055063847,-0.5656678744146718,1.0382447967989477,-0.3065337792093744,-0.7147630659719345,-0.6015769339837093,2.523628211756079,0.1231913560394974,-1.5652870426828696,0
61,-0.9386889532237996,0.7401610719792165,0.7386870760672753,-1.074185032559538,-0.4181210050035454,-0.5257316005064473,1.5139867659271131,0.0223360475299641,1.22199472445976,-0.363030922898618,-0.6667273182678808,-0.5855365600963426,-0.3636844048433355,-1.029384563755912,-0.4372119786684585,0.8249386736979815,-0.6969642331275261,0
62,-0.9386889532237996,-1.3510572736903943,0.5030515368930448,-0.7974582936122899,-0.4181210050035454,1.4500689199663832,0.703929009173253,0.4810791108365673,0.5776058234895535,-0.7473996252952873,-0.7906814071713465,-0.3848211600145668,-0.5976283875601685,0.6637077264597837,-0.4372119786684585,1.5266859913564654,1.6185632590200565,0
63,1.0653156155355146,-1.3510572736903943,0.7887901192829968,-1.4200934562435976,-0.4181210050035454,1.5359732904217236,0.1457794572635809,0.012216715251142,1.9343378403888465,-0.8890091472309022,-1.3854769436769367,-0.9195269858324178,-0.6999306242267703,-1.0284784399720128,-0.4372119786684585,0.5442397466345879,0.7502404494647129,0
64,-0.9386889532237996,0.7401610719792165,0.9344645954681424,-0.693685766507072,-0.4181210050035454,1.793686401787745,-0.7334295714082918,0.8048977437588755,-0.3948576655705273,-0.2242039566250411,0.7666127935941929,0.4933363230376377,1.083463503115066,-0.8606366935766725,-0.4372119786684585,-0.1575075710238961,0.4607995129462651,0
65,-0.9386889532237996,0.7401610719792165,-1.2582143503260177,0.8974929824396031,2.39165214862028,-0.1821141186850854,0.2495063651405996,-0.9524929619965676,-1.8880499113605176,0.6889255257659506,-0.5861571604806279,0.2076907010268357,2.170708741255688,2.9974295318922293,-0.4372119786684585,-1.1399538157457736,-0.4075232966090782,1
66,-0.9386889532237996,0.7401610719792165,-0.9287636679153386,-1.6968201951908457,-0.4181210050035454,0.1615033631362763,-1.5039723156375735,-0.9912837357320524,1.9698646955367765,-0.8890091472309022,-1.2893149011693787,-0.9195269858324178,-0.8705630340631402,-1.1209030659297334,-0.4372119786684585,-1.1399538157457736,-0.4075232966090782,0
67,1.0653156155355146,-1.3510572736903943,1.7895825521236108,-1.039594190191132,2.39165214862028,-0.8693490823278092,-1.2421853576622406,1.1388357089600056,0.3513199216544649,-0.6924898106671916,-0.0431623608249359,1.0960160994622286,-0.5459060784561068,-0.8424684392219377,2.523628211756079,2.368782772546646,1.908004195538504,0
68,-0.9386889532237996,0.7401610719792165,0.8578708487800384,-1.5584568257172215,-0.4181210050035454,0.9346426972343403,-0.3876732118182295,0.0914848181019154,-0.3581689554050025,0.4529199825356912,-0.035368210461798,-0.7825806818648311,1.293568081196914,0.4372940354003528,-0.4372119786684585,0.2635408195711942,-0.1180823600906304,0
69,-0.9386889532237996,0.7401610719792165,1.1387796344043073,1.4163556179656926,-0.4181210050035454,-0.096209748229745,0.4618995574602094,1.6245636583434675,0.3863343538726961,-0.2135211075314385,0.5258348123603411,-0.4451622230312124,-0.5505999556951968,-0.6846375299590073,-0.4372119786684585,0.8249386736979815,-0.6969642331275261,0
70,1.0653156155355146,0.7401610719792165,0.7551766852268799,-1.6622293528224394,-0.4181210050035454,1.2782601790557022,1.494229259664824,1.1034180459841283,-0.2810011646177209,-0.3752044013548321,0.9806205447421964,1.0074485012007195,-0.0453176999782227,-1.031502709456663,-0.4372119786684585,0.403890283102891,-0.6969642331275261,0
72,-0.9386889532237996,0.7401610719792165,0.65955646643154,-0.693685766507072,-0.4181210050035454,0.848738326779,0.5705658419028004,0.4456614478606899,-0.7059336882276077,1.3282663801397236,0.7347079523514125,0.3239391067400148,-0.1316831782595315,-0.1906593798709138,-0.4372119786684585,2.368782772546646,2.197445132056952,0
73,1.0653156155355146,0.7401610719792165,0.444898832401185,1.3471739332288808,-0.4181210050035454,-0.5257316005064473,0.4767176871569263,0.1049772611403449,1.7316155971796283,-0.7266800129437828,-1.228280596521849,-0.9195269858324178,-0.7141284798107346,-0.8525780171961995,1.04320811654381,1.6670354548881623,1.908004195538504,0
